municipio,uf,ano_mes,compra_venda,incorporacoes,loteamentos
JOINVILLE,SC,2022-12,1135,0,0
JOINVILLE,SC,2023-01,899,0,0
JOINVILLE,SC,2023-02,757,0,0
JOINVILLE,SC,2023-03,1072,0,0
JOINVILLE,SC,2023-04,737,0,0
JOINVILLE,SC,2023-05,971,0,0
JOINVILLE,SC,2023-06,904,0,0
JOINVILLE,SC,2023-07,914,0,0
JOINVILLE,SC,2023-08,985,0,0
JOINVILLE,SC,2023-09,1028,0,0
CAMPINAS,SP,2012-01,2315,0,0
CAMPINAS,SP,2012-02,2189,0,0
CAMPINAS,SP,2012-03,2066,0,0
CAMPINAS,SP,2012-04,2340,0,0
CAMPINAS,SP,2012-05,2414,0,0
CAMPINAS,SP,2012-06,2001,0,0
CAMPINAS,SP,2012-07,2506,0,0
CAMPINAS,SP,2012-08,2459,0,0
CAMPINAS,SP,2012-09,2795,0,0
CAMPINAS,SP,2012-10,2614,0,0
CAMPINAS,SP,2012-11,2513,0,0
CAMPINAS,SP,2012-12,2008,0,0
CAMPINAS,SP,2013-01,2413,0,0
CAMPINAS,SP,2013-02,2314,0,0
CAMPINAS,SP,2013-03,2244,0,0
CAMPINAS,SP,2013-04,2589,0,0
CAMPINAS,SP,2013-05,2333,0,0
CAMPINAS,SP,2013-06,2126,0,0
CAMPINAS,SP,2013-07,2337,0,0
CAMPINAS,SP,2013-08,2694,0,0
CAMPINAS,SP,2013-09,2840,0,0
CAMPINAS,SP,2013-10,2811,0,0
CAMPINAS,SP,2013-11,2299,0,0
CAMPINAS,SP,2013-12,2519,0,0
CAMPINAS,SP,2014-01,2436,0,0
CAMPINAS,SP,2014-02,1410,0,0
CAMPINAS,SP,2014-03,1772,0,0
CAMPINAS,SP,2014-04,1906,0,0
CAMPINAS,SP,2014-05,1937,0,0
CAMPINAS,SP,2014-06,1569,0,0
CAMPINAS,SP,2014-07,2116,0,0
CAMPINAS,SP,2014-08,1947,0,0
CAMPINAS,SP,2014-09,2233,0,0
CAMPINAS,SP,2014-10,2512,0,0
CAMPINAS,SP,2014-11,2236,0,0
CAMPINAS,SP,2014-12,2256,0,0
CAMPINAS,SP,2015-01,2061,0,0
CAMPINAS,SP,2015-02,1729,0,0
CAMPINAS,SP,2015-03,1993,0,0
CAMPINAS,SP,2015-04,1969,0,0
CAMPINAS,SP,2015-05,2714,0,0
CAMPINAS,SP,2015-06,2448,0,0
CAMPINAS,SP,2015-07,1874,0,0
CAMPINAS,SP,2015-08,2511,0,0
CAMPINAS,SP,2015-09,2215,0,0
CAMPINAS,SP,2015-10,1913,0,0
CAMPINAS,SP,2015-11,1412,0,0
CAMPINAS,SP,2015-12,1808,0,0
CAMPINAS,SP,2016-01,2113,0,0
CAMPINAS,SP,2016-02,1804,0,0
CAMPINAS,SP,2016-03,1489,0,0
CAMPINAS,SP,2016-04,1979,0,0
CAMPINAS,SP,2016-05,1713,0,0
CAMPINAS,SP,2016-06,1867,0,0
CAMPINAS,SP,2016-07,1883,0,0
CAMPINAS,SP,2016-08,2377,0,0
CAMPINAS,SP,2016-09,1520,0,0
CAMPINAS,SP,2016-10,1407,0,0
CAMPINAS,SP,2016-11,2057,0,0
CAMPINAS,SP,2016-12,1819,0,0
CAMPINAS,SP,2017-01,1732,0,0
CAMPINAS,SP,2017-02,1086,0,0
CAMPINAS,SP,2017-03,1440,0,0
CAMPINAS,SP,2017-04,1202,0,0
CAMPINAS,SP,2017-05,1659,0,0
CAMPINAS,SP,2017-06,1770,0,0
CAMPINAS,SP,2017-07,1520,0,0
CAMPINAS,SP,2017-08,1752,0,0
CAMPINAS,SP,2017-09,1380,0,0
CAMPINAS,SP,2017-10,1582,0,0
CAMPINAS,SP,2017-11,1287,0,0
CAMPINAS,SP,2017-12,1898,0,0
CAMPINAS,SP,2018-01,1687,0,0
CAMPINAS,SP,2018-02,1193,0,0
CAMPINAS,SP,2018-03,1590,0,0
CAMPINAS,SP,2018-04,1330,0,0
CAMPINAS,SP,2018-05,2340,0,0
CAMPINAS,SP,2018-06,1500,0,0
CAMPINAS,SP,2018-07,1577,0,0
CAMPINAS,SP,2018-08,1932,0,0
CAMPINAS,SP,2018-09,1720,0,0
CAMPINAS,SP,2018-10,1722,0,0
CAMPINAS,SP,2018-11,2021,0,0
CAMPINAS,SP,2018-12,1501,0,0
CAMPINAS,SP,2019-01,2259,0,0
CAMPINAS,SP,2019-02,1472,0,0
CAMPINAS,SP,2019-03,1558,0,0
CAMPINAS,SP,2019-04,1816,0,0
CAMPINAS,SP,2019-05,1521,0,0
CAMPINAS,SP,2019-06,1599,0,0
CAMPINAS,SP,2019-07,1551,0,0
CAMPINAS,SP,2019-08,2192,0,0
CAMPINAS,SP,2019-09,1862,0,0
CAMPINAS,SP,2019-10,1905,0,0
CAMPINAS,SP,2019-11,1454,0,0
CAMPINAS,SP,2019-12,1770,0,0
CAMPINAS,SP,2020-01,2162,0,0
CAMPINAS,SP,2020-02,1588,0,0
CAMPINAS,SP,2020-03,1813,0,0
CAMPINAS,SP,2020-04,1205,0,0
CAMPINAS,SP,2020-05,989,0,0
CAMPINAS,SP,2020-06,1478,0,0
CAMPINAS,SP,2020-07,1485,0,0
CAMPINAS,SP,2020-08,1703,0,0
CAMPINAS,SP,2020-09,1963,0,0
CAMPINAS,SP,2020-10,2118,0,0
CAMPINAS,SP,2020-11,1931,0,0
CAMPINAS,SP,2020-12,2114,0,0
CAMPINAS,SP,2021-01,2362,0,0
CAMPINAS,SP,2021-02,2105,0,0
CAMPINAS,SP,2021-03,2372,0,0
CAMPINAS,SP,2021-04,2071,0,0
CAMPINAS,SP,2021-05,2390,0,0
CAMPINAS,SP,2021-06,2353,0,0
CAMPINAS,SP,2021-07,2594,0,0
CAMPINAS,SP,2021-08,2518,0,0
CAMPINAS,SP,2021-09,2815,0,0
CAMPINAS,SP,2021-10,2520,0,0
CAMPINAS,SP,2021-11,2122,0,0
CAMPINAS,SP,2021-12,2436,0,0
CAMPINAS,SP,2022-01,2235,0,0
CAMPINAS,SP,2022-02,1782,0,0
CAMPINAS,SP,2022-03,2285,0,0
CAMPINAS,SP,2022-04,1805,0,0
CAMPINAS,SP,2022-05,2320,0,0
CAMPINAS,SP,2022-06,2355,0,0
CAMPINAS,SP,2022-07,2569,0,0
CAMPINAS,SP,2022-08,2324,0,0
CAMPINAS,SP,2022-09,2405,0,0
CAMPINAS,SP,2022-10,2440,0,0
CAMPINAS,SP,2022-11,2043,0,0
CAMPINAS,SP,2022-12,2346,0,0
CAMPINAS,SP,2023-01,1913,0,0
CAMPINAS,SP,2023-02,1423,0,0
CAMPINAS,SP,2023-03,2395,0,0
CAMPINAS,SP,2023-04,1891,0,0
CAMPINAS,SP,2023-05,2707,0,0
CAMPINAS,SP,2023-06,1918,0,0
CAMPINAS,SP,2023-07,2174,0,0
CAMPINAS,SP,2023-08,2290,0,0
CAMPINAS,SP,2023-09,1917,0,0
SANTOS,SP,2012-01,532,0,0
SANTOS,SP,2012-02,618,0,0
SANTOS,SP,2012-03,609,0,0
SANTOS,SP,2012-04,550,0,0
SANTOS,SP,2012-05,1112,0,0
SANTOS,SP,2012-06,758,0,0
SANTOS,SP,2012-07,1040,0,0
SANTOS,SP,2012-08,1343,0,0
SANTOS,SP,2012-09,918,0,0
SANTOS,SP,2012-10,1227,0,0
SANTOS,SP,2012-11,982,0,0
SANTOS,SP,2012-12,881,0,0
SANTOS,SP,2013-01,1308,0,0
SANTOS,SP,2013-02,795,0,0
SANTOS,SP,2013-03,783,0,0
SANTOS,SP,2013-04,1337,0,0
SANTOS,SP,2013-05,1079,0,0
SANTOS,SP,2013-06,1064,0,0
SANTOS,SP,2013-07,1006,0,0
SANTOS,SP,2013-08,1122,0,0
SANTOS,SP,2013-09,1060,0,0
SANTOS,SP,2013-10,1063,0,0
SANTOS,SP,2013-11,977,0,0
SANTOS,SP,2013-12,975,0,0
SANTOS,SP,2014-01,1269,0,0
SANTOS,SP,2014-02,841,0,0
SANTOS,SP,2014-03,823,0,0
SANTOS,SP,2014-04,839,0,0
SANTOS,SP,2014-05,1075,0,0
SANTOS,SP,2014-06,847,0,0
SANTOS,SP,2014-07,1064,0,0
SANTOS,SP,2014-08,1125,0,0
SANTOS,SP,2014-09,982,0,0
SANTOS,SP,2014-10,937,0,0
SANTOS,SP,2014-11,858,0,0
SANTOS,SP,2014-12,907,0,0
SANTOS,SP,2015-01,1143,0,0
SANTOS,SP,2015-02,839,0,0
SANTOS,SP,2015-03,948,0,0
SANTOS,SP,2015-04,955,0,0
SANTOS,SP,2015-05,1026,0,0
SANTOS,SP,2015-06,909,0,0
SANTOS,SP,2015-07,923,0,0
SANTOS,SP,2015-08,826,0,0
SANTOS,SP,2015-09,855,0,0
SANTOS,SP,2015-10,872,0,0
SANTOS,SP,2015-11,735,0,0
SANTOS,SP,2015-12,846,0,0
SANTOS,SP,2016-01,1075,0,0
SANTOS,SP,2016-02,629,0,0
SANTOS,SP,2016-03,676,0,0
SANTOS,SP,2016-04,795,0,0
SANTOS,SP,2016-05,883,0,0
SANTOS,SP,2016-06,888,0,0
SANTOS,SP,2016-07,757,0,0
SANTOS,SP,2016-08,893,0,0
SANTOS,SP,2016-09,756,0,0
SANTOS,SP,2016-10,682,0,0
SANTOS,SP,2016-11,724,0,0
SANTOS,SP,2016-12,973,0,0
SANTOS,SP,2017-01,943,0,0
SANTOS,SP,2017-02,660,0,0
SANTOS,SP,2017-03,803,0,0
SANTOS,SP,2017-04,675,0,0
SANTOS,SP,2017-05,936,0,0
SANTOS,SP,2017-06,865,0,0
SANTOS,SP,2017-07,786,0,0
SANTOS,SP,2017-08,980,0,0
SANTOS,SP,2017-09,790,0,0
SANTOS,SP,2017-10,928,0,0
SANTOS,SP,2017-11,772,0,0
SANTOS,SP,2017-12,884,0,0
SANTOS,SP,2018-01,980,0,0
SANTOS,SP,2018-02,613,0,0
SANTOS,SP,2018-03,758,0,0
SANTOS,SP,2018-04,852,0,0
SANTOS,SP,2018-05,772,0,0
SANTOS,SP,2018-06,870,0,0
SANTOS,SP,2018-07,889,0,0
SANTOS,SP,2018-08,949,0,0
SANTOS,SP,2018-09,837,0,0
SANTOS,SP,2018-10,939,0,0
SANTOS,SP,2018-11,893,0,0
SANTOS,SP,2018-12,770,0,0
SANTOS,SP,2019-01,1159,0,0
SANTOS,SP,2019-02,658,0,0
SANTOS,SP,2019-03,796,0,0
SANTOS,SP,2019-04,806,0,0
SANTOS,SP,2019-05,846,0,0
SANTOS,SP,2019-06,732,0,0
SANTOS,SP,2019-07,849,0,0
SANTOS,SP,2019-08,1039,0,0
SANTOS,SP,2019-09,849,0,0
SANTOS,SP,2019-10,1038,0,0
SANTOS,SP,2019-11,935,0,0
SANTOS,SP,2019-12,812,0,0
SANTOS,SP,2020-01,1227,0,0
SANTOS,SP,2020-02,632,0,0
SANTOS,SP,2020-03,815,0,0
SANTOS,SP,2020-04,610,0,0
SANTOS,SP,2020-05,477,0,0
SANTOS,SP,2020-06,664,0,0
SANTOS,SP,2020-07,828,0,0
SANTOS,SP,2020-08,1074,0,0
SANTOS,SP,2020-09,1219,0,0
SANTOS,SP,2020-10,1379,0,0
SANTOS,SP,2020-11,1497,0,0
SANTOS,SP,2020-12,1336,0,0
SANTOS,SP,2021-01,1443,0,0
SANTOS,SP,2021-02,1034,0,0
SANTOS,SP,2021-03,1508,0,0
SANTOS,SP,2021-04,1166,0,0
SANTOS,SP,2021-05,1347,0,0
SANTOS,SP,2021-06,1406,0,0
SANTOS,SP,2021-07,1462,0,0
SANTOS,SP,2021-08,1496,0,0
SANTOS,SP,2021-09,1596,0,0
SANTOS,SP,2021-10,1448,0,0
SANTOS,SP,2021-11,1438,0,0
SANTOS,SP,2021-12,1344,0,0
SANTOS,SP,2022-01,1542,0,0
SANTOS,SP,2022-02,1251,0,0
SANTOS,SP,2022-03,1179,0,0
SANTOS,SP,2022-04,988,0,0
SANTOS,SP,2022-05,1276,0,0
SANTOS,SP,2022-06,1247,0,0
SANTOS,SP,2022-07,993,0,0
SANTOS,SP,2022-08,1296,0,0
SANTOS,SP,2022-09,1094,0,0
SANTOS,SP,2022-10,1320,0,0
SANTOS,SP,2022-11,1008,0,0
SANTOS,SP,2022-12,1049,0,0
SANTOS,SP,2023-01,1124,0,0
SANTOS,SP,2023-02,764,0,0
SANTOS,SP,2023-03,1227,0,0
SANTOS,SP,2023-04,921,0,0
SANTOS,SP,2023-05,1097,0,0
SANTOS,SP,2023-06,980,0,0
SANTOS,SP,2023-07,1073,0,0
SANTOS,SP,2023-08,1190,0,0
SANTOS,SP,2023-09,1033,0,0
GUARULHOS,SC,2012-01,578,0,0
GUARULHOS,SC,2012-02,958,0,0
GUARULHOS,SC,2012-03,1611,0,0
GUARULHOS,SC,2012-04,1049,0,0
GUARULHOS,SC,2012-05,1220,0,0
GUARULHOS,SC,2012-06,1061,0,0
GUARULHOS,SC,2012-07,1414,0,0
GUARULHOS,SC,2012-08,1535,0,0
GUARULHOS,SC,2012-09,1215,0,0
GUARULHOS,SC,2012-10,1653,0,0
GUARULHOS,SC,2012-11,1357,0,0
GUARULHOS,SC,2012-12,1222,0,0
GUARULHOS,SC,2013-01,1242,0,0
GUARULHOS,SC,2013-02,913,0,0
GUARULHOS,SC,2013-03,1114,0,0
GUARULHOS,SC,2013-04,1456,0,0
GUARULHOS,SC,2013-05,964,0,0
GUARULHOS,SC,2013-06,1327,0,0
GUARULHOS,SC,2013-07,1311,0,0
GUARULHOS,SC,2013-08,1249,0,0
GUARULHOS,SC,2013-09,1273,0,0
GUARULHOS,SC,2013-10,859,0,0
GUARULHOS,SC,2013-11,1011,0,0
GUARULHOS,SC,2013-12,1064,0,0
GUARULHOS,SC,2014-01,911,0,0
GUARULHOS,SC,2014-02,1042,0,0
GUARULHOS,SC,2014-03,951,0,0
GUARULHOS,SC,2014-04,1311,0,0
GUARULHOS,SC,2014-05,1168,0,0
GUARULHOS,SC,2014-06,872,0,0
GUARULHOS,SC,2014-07,1076,0,0
GUARULHOS,SC,2014-08,1030,0,0
GUARULHOS,SC,2014-09,1156,0,0
GUARULHOS,SC,2014-10,1303,0,0
GUARULHOS,SC,2014-11,850,0,0
GUARULHOS,SC,2014-12,876,0,0
GUARULHOS,SC,2015-01,940,0,0
GUARULHOS,SC,2015-02,824,0,0
GUARULHOS,SC,2015-03,1001,0,0
GUARULHOS,SC,2015-04,952,0,0
GUARULHOS,SC,2015-05,1399,0,0
GUARULHOS,SC,2015-06,1106,0,0
GUARULHOS,SC,2015-07,1232,0,0
GUARULHOS,SC,2015-08,1108,0,0
GUARULHOS,SC,2015-09,923,0,0
GUARULHOS,SC,2015-10,827,0,0
GUARULHOS,SC,2015-11,932,0,0
GUARULHOS,SC,2015-12,1146,0,0
GUARULHOS,SC,2016-01,1148,0,0
GUARULHOS,SC,2016-02,894,0,0
GUARULHOS,SC,2016-03,930,0,0
GUARULHOS,SC,2016-04,825,0,0
GUARULHOS,SC,2016-05,818,0,0
GUARULHOS,SC,2016-06,922,0,0
GUARULHOS,SC,2016-07,885,0,0
GUARULHOS,SC,2016-08,875,0,0
GUARULHOS,SC,2016-09,746,0,0
GUARULHOS,SC,2016-10,624,0,0
GUARULHOS,SC,2016-11,844,0,0
GUARULHOS,SC,2016-12,1248,0,0
GUARULHOS,SC,2017-01,1005,0,0
GUARULHOS,SC,2017-02,647,0,0
GUARULHOS,SC,2017-03,827,0,0
GUARULHOS,SC,2017-04,738,0,0
GUARULHOS,SC,2017-05,1026,0,0
GUARULHOS,SC,2017-06,882,0,0
GUARULHOS,SC,2017-07,1258,0,0
GUARULHOS,SC,2017-08,1057,0,0
GUARULHOS,SC,2017-09,1124,0,0
GUARULHOS,SC,2017-10,989,0,0
GUARULHOS,SC,2017-11,751,0,0
GUARULHOS,SC,2017-12,1110,0,0
GUARULHOS,SC,2018-01,935,0,0
GUARULHOS,SC,2018-02,682,0,0
GUARULHOS,SC,2018-03,1016,0,0
GUARULHOS,SC,2018-04,1025,0,0
GUARULHOS,SC,2018-05,1017,0,0
GUARULHOS,SC,2018-06,1056,0,0
GUARULHOS,SC,2018-07,926,0,0
GUARULHOS,SC,2018-08,915,0,0
GUARULHOS,SC,2018-09,733,0,0
GUARULHOS,SC,2018-10,876,0,0
GUARULHOS,SC,2018-11,761,0,0
GUARULHOS,SC,2018-12,950,0,0
GUARULHOS,SC,2019-01,855,0,0
GUARULHOS,SC,2019-02,642,0,0
GUARULHOS,SC,2019-03,707,0,0
GUARULHOS,SC,2019-04,797,0,0
GUARULHOS,SC,2019-05,1070,0,0
GUARULHOS,SC,2019-06,890,0,0
GUARULHOS,SC,2019-07,1102,0,0
GUARULHOS,SC,2019-08,843,0,0
GUARULHOS,SC,2019-09,896,0,0
GUARULHOS,SC,2019-10,1017,0,0
GUARULHOS,SC,2019-11,1114,0,0
GUARULHOS,SC,2019-12,925,0,0
GUARULHOS,SC,2020-01,1187,0,0
GUARULHOS,SC,2020-02,787,0,0
GUARULHOS,SC,2020-03,941,0,0
GUARULHOS,SC,2020-04,792,0,0
GUARULHOS,SC,2020-05,624,0,0
GUARULHOS,SC,2020-06,599,0,0
GUARULHOS,SC,2020-07,980,0,0
GUARULHOS,SC,2020-08,1145,0,0
GUARULHOS,SC,2020-09,1202,0,0
GUARULHOS,SC,2020-10,1293,0,0
GUARULHOS,SC,2020-11,1229,0,0
GUARULHOS,SC,2020-12,1408,0,0
GUARULHOS,SC,2021-01,933,0,0
GUARULHOS,SC,2021-02,1025,0,0
GUARULHOS,SC,2021-03,1477,0,0
GUARULHOS,SC,2021-04,1101,0,0
GUARULHOS,SC,2021-05,1213,0,0
GUARULHOS,SC,2021-06,1211,0,0
GUARULHOS,SC,2021-07,1512,0,0
GUARULHOS,SC,2021-08,1557,0,0
GUARULHOS,SC,2021-09,1358,0,0
GUARULHOS,SC,2021-10,1424,0,0
GUARULHOS,SC,2021-11,1365,0,0
GUARULHOS,SC,2021-12,1208,0,0
GUARULHOS,SC,2022-01,1281,0,0
GUARULHOS,SC,2022-02,1132,0,0
GUARULHOS,SC,2022-03,1147,0,0
GUARULHOS,SC,2022-04,1093,0,0
GUARULHOS,SC,2022-05,1407,0,0
GUARULHOS,SC,2022-06,1186,0,0
GUARULHOS,SC,2022-07,1262,0,0
GUARULHOS,SC,2022-08,1269,0,0
GUARULHOS,SC,2022-09,1238,0,0
GUARULHOS,SC,2022-10,1139,0,0
GUARULHOS,SC,2022-11,1059,0,0
GUARULHOS,SC,2022-12,1088,0,0
GUARULHOS,SC,2023-01,1001,0,0
GUARULHOS,SC,2023-02,706,0,0
GUARULHOS,SC,2023-03,1120,0,0
GUARULHOS,SC,2023-04,1188,0,0
GUARULHOS,SC,2023-05,1459,0,0
GUARULHOS,SC,2023-06,1268,0,0
GUARULHOS,SC,2023-07,1253,0,0
GUARULHOS,SC,2023-08,1190,0,0
GUARULHOS,SC,2023-09,1102,0,0
SÃO JOSÉ DOS CAMPOS,SP,2012-01,845,0,0
SÃO JOSÉ DOS CAMPOS,SP,2012-02,994,0,0
SÃO JOSÉ DOS CAMPOS,SP,2012-03,1162,0,0
SÃO JOSÉ DOS CAMPOS,SP,2012-04,1196,0,0
SÃO JOSÉ DOS CAMPOS,SP,2012-05,997,0,0
SÃO JOSÉ DOS CAMPOS,SP,2012-06,1107,0,0
SÃO JOSÉ DOS CAMPOS,SP,2012-07,1109,0,0
SÃO JOSÉ DOS CAMPOS,SP,2012-08,1332,0,0
SÃO JOSÉ DOS CAMPOS,SP,2012-09,1111,0,0
SÃO JOSÉ DOS CAMPOS,SP,2012-10,1274,0,0
SÃO JOSÉ DOS CAMPOS,SP,2012-11,1116,0,0
SÃO JOSÉ DOS CAMPOS,SP,2012-12,1051,0,0
SÃO JOSÉ DOS CAMPOS,SP,2013-01,1128,0,0
SÃO JOSÉ DOS CAMPOS,SP,2013-02,1032,0,0
SÃO JOSÉ DOS CAMPOS,SP,2013-03,1000,0,0
SÃO JOSÉ DOS CAMPOS,SP,2013-04,1634,0,0
SÃO JOSÉ DOS CAMPOS,SP,2013-05,1441,0,0
SÃO JOSÉ DOS CAMPOS,SP,2013-06,1386,0,0
SÃO JOSÉ DOS CAMPOS,SP,2013-07,1349,0,0
SÃO JOSÉ DOS CAMPOS,SP,2013-08,1473,0,0
SÃO JOSÉ DOS CAMPOS,SP,2013-09,1441,0,0
SÃO JOSÉ DOS CAMPOS,SP,2013-10,1388,0,0
SÃO JOSÉ DOS CAMPOS,SP,2013-11,1224,0,0
SÃO JOSÉ DOS CAMPOS,SP,2013-12,1483,0,0
SÃO JOSÉ DOS CAMPOS,SP,2014-01,1409,0,0
SÃO JOSÉ DOS CAMPOS,SP,2014-02,1029,0,0
SÃO JOSÉ DOS CAMPOS,SP,2014-03,1145,0,0
SÃO JOSÉ DOS CAMPOS,SP,2014-04,1116,0,0
SÃO JOSÉ DOS CAMPOS,SP,2014-05,1281,0,0
SÃO JOSÉ DOS CAMPOS,SP,2014-06,1111,0,0
SÃO JOSÉ DOS CAMPOS,SP,2014-07,1407,0,0
SÃO JOSÉ DOS CAMPOS,SP,2014-08,1361,0,0
SÃO JOSÉ DOS CAMPOS,SP,2014-09,1309,0,0
SÃO JOSÉ DOS CAMPOS,SP,2014-10,1596,0,0
SÃO JOSÉ DOS CAMPOS,SP,2014-11,1143,0,0
SÃO JOSÉ DOS CAMPOS,SP,2014-12,1114,0,0
SÃO JOSÉ DOS CAMPOS,SP,2015-01,931,0,0
SÃO JOSÉ DOS CAMPOS,SP,2015-02,940,0,0
SÃO JOSÉ DOS CAMPOS,SP,2015-03,1143,0,0
SÃO JOSÉ DOS CAMPOS,SP,2015-04,1130,0,0
SÃO JOSÉ DOS CAMPOS,SP,2015-05,1148,0,0
SÃO JOSÉ DOS CAMPOS,SP,2015-06,976,0,0
SÃO JOSÉ DOS CAMPOS,SP,2015-07,1127,0,0
SÃO JOSÉ DOS CAMPOS,SP,2015-08,1059,0,0
SÃO JOSÉ DOS CAMPOS,SP,2015-09,1081,0,0
SÃO JOSÉ DOS CAMPOS,SP,2015-10,950,0,0
SÃO JOSÉ DOS CAMPOS,SP,2015-11,822,0,0
SÃO JOSÉ DOS CAMPOS,SP,2015-12,1137,0,0
SÃO JOSÉ DOS CAMPOS,SP,2016-01,949,0,0
SÃO JOSÉ DOS CAMPOS,SP,2016-02,927,0,0
SÃO JOSÉ DOS CAMPOS,SP,2016-03,1055,0,0
SÃO JOSÉ DOS CAMPOS,SP,2016-04,1040,0,0
SÃO JOSÉ DOS CAMPOS,SP,2016-05,1001,0,0
SÃO JOSÉ DOS CAMPOS,SP,2016-06,976,0,0
SÃO JOSÉ DOS CAMPOS,SP,2016-07,938,0,0
SÃO JOSÉ DOS CAMPOS,SP,2016-08,1179,0,0
SÃO JOSÉ DOS CAMPOS,SP,2016-09,1016,0,0
SÃO JOSÉ DOS CAMPOS,SP,2016-10,866,0,0
SÃO JOSÉ DOS CAMPOS,SP,2016-11,840,0,0
SÃO JOSÉ DOS CAMPOS,SP,2016-12,1223,0,0
SÃO JOSÉ DOS CAMPOS,SP,2017-01,867,0,0
SÃO JOSÉ DOS CAMPOS,SP,2017-02,861,0,0
SÃO JOSÉ DOS CAMPOS,SP,2017-03,826,0,0
SÃO JOSÉ DOS CAMPOS,SP,2017-04,792,0,0
SÃO JOSÉ DOS CAMPOS,SP,2017-05,985,0,0
SÃO JOSÉ DOS CAMPOS,SP,2017-06,953,0,0
SÃO JOSÉ DOS CAMPOS,SP,2017-07,959,0,0
SÃO JOSÉ DOS CAMPOS,SP,2017-08,1526,0,0
SÃO JOSÉ DOS CAMPOS,SP,2017-09,1183,0,0
SÃO JOSÉ DOS CAMPOS,SP,2017-10,911,0,0
SÃO JOSÉ DOS CAMPOS,SP,2017-11,804,0,0
SÃO JOSÉ DOS CAMPOS,SP,2017-12,777,0,0
SÃO JOSÉ DOS CAMPOS,SP,2018-01,880,0,0
SÃO JOSÉ DOS CAMPOS,SP,2018-02,599,0,0
SÃO JOSÉ DOS CAMPOS,SP,2018-03,750,0,0
SÃO JOSÉ DOS CAMPOS,SP,2018-04,949,0,0
SÃO JOSÉ DOS CAMPOS,SP,2018-05,984,0,0
SÃO JOSÉ DOS CAMPOS,SP,2018-06,1216,0,0
SÃO JOSÉ DOS CAMPOS,SP,2018-07,980,0,0
SÃO JOSÉ DOS CAMPOS,SP,2018-08,1346,0,0
SÃO JOSÉ DOS CAMPOS,SP,2018-09,1361,0,0
SÃO JOSÉ DOS CAMPOS,SP,2018-10,1029,0,0
SÃO JOSÉ DOS CAMPOS,SP,2018-11,807,0,0
SÃO JOSÉ DOS CAMPOS,SP,2018-12,972,0,0
SÃO JOSÉ DOS CAMPOS,SP,2019-01,912,0,0
SÃO JOSÉ DOS CAMPOS,SP,2019-02,751,0,0
SÃO JOSÉ DOS CAMPOS,SP,2019-03,653,0,0
SÃO JOSÉ DOS CAMPOS,SP,2019-04,873,0,0
SÃO JOSÉ DOS CAMPOS,SP,2019-05,998,0,0
SÃO JOSÉ DOS CAMPOS,SP,2019-06,1034,0,0
SÃO JOSÉ DOS CAMPOS,SP,2019-07,1050,0,0
SÃO JOSÉ DOS CAMPOS,SP,2019-08,1080,0,0
SÃO JOSÉ DOS CAMPOS,SP,2019-09,897,0,0
SÃO JOSÉ DOS CAMPOS,SP,2019-10,934,0,0
SÃO JOSÉ DOS CAMPOS,SP,2019-11,883,0,0
SÃO JOSÉ DOS CAMPOS,SP,2019-12,962,0,0
SÃO JOSÉ DOS CAMPOS,SP,2020-01,993,0,0
SÃO JOSÉ DOS CAMPOS,SP,2020-02,802,0,0
SÃO JOSÉ DOS CAMPOS,SP,2020-03,828,0,0
SÃO JOSÉ DOS CAMPOS,SP,2020-04,591,0,0
SÃO JOSÉ DOS CAMPOS,SP,2020-05,646,0,0
SÃO JOSÉ DOS CAMPOS,SP,2020-06,709,0,0
SÃO JOSÉ DOS CAMPOS,SP,2020-07,988,0,0
SÃO JOSÉ DOS CAMPOS,SP,2020-08,951,0,0
SÃO JOSÉ DOS CAMPOS,SP,2020-09,1001,0,0
SÃO JOSÉ DOS CAMPOS,SP,2020-10,1206,0,0
SÃO JOSÉ DOS CAMPOS,SP,2020-11,1157,0,0
SÃO JOSÉ DOS CAMPOS,SP,2020-12,1234,0,0
SÃO JOSÉ DOS CAMPOS,SP,2021-01,1159,0,0
SÃO JOSÉ DOS CAMPOS,SP,2021-02,1060,0,0
SÃO JOSÉ DOS CAMPOS,SP,2021-03,1314,0,0
SÃO JOSÉ DOS CAMPOS,SP,2021-04,1046,0,0
SÃO JOSÉ DOS CAMPOS,SP,2021-05,1115,0,0
SÃO JOSÉ DOS CAMPOS,SP,2021-06,1132,0,0
SÃO JOSÉ DOS CAMPOS,SP,2021-07,1151,0,0
SÃO JOSÉ DOS CAMPOS,SP,2021-08,1324,0,0
SÃO JOSÉ DOS CAMPOS,SP,2021-09,1248,0,0
SÃO JOSÉ DOS CAMPOS,SP,2021-10,1169,0,0
SÃO JOSÉ DOS CAMPOS,SP,2021-11,1256,0,0
SÃO JOSÉ DOS CAMPOS,SP,2021-12,1375,0,0
SÃO JOSÉ DOS CAMPOS,SP,2022-01,1292,0,0
SÃO JOSÉ DOS CAMPOS,SP,2022-02,843,0,0
SÃO JOSÉ DOS CAMPOS,SP,2022-03,969,0,0
SÃO JOSÉ DOS CAMPOS,SP,2022-04,913,0,0
SÃO JOSÉ DOS CAMPOS,SP,2022-05,1056,0,0
SÃO JOSÉ DOS CAMPOS,SP,2022-06,984,0,0
SÃO JOSÉ DOS CAMPOS,SP,2022-07,1050,0,0
SÃO JOSÉ DOS CAMPOS,SP,2022-08,1146,0,0
