municipio,uf,ano_mes,compra_venda,incorporacoes,loteamentos
FLORIANÓPOLIS,SC,2022-06,1362,0,0
FLORIANÓPOLIS,SC,2022-07,1265,0,0
FLORIANÓPOLIS,SC,2022-08,1658,0,0
FLORIANÓPOLIS,SC,2022-09,1396,0,0
FLORIANÓPOLIS,SC,2022-10,1026,0,0
FLORIANÓPOLIS,SC,2022-11,1072,0,0
FLORIANÓPOLIS,SC,2022-12,1220,0,0
FLORIANÓPOLIS,SC,2023-01,1054,0,0
FLORIANÓPOLIS,SC,2023-02,992,0,0
FLORIANÓPOLIS,SC,2023-03,1392,0,0
FLORIANÓPOLIS,SC,2023-04,1108,0,0
FLORIANÓPOLIS,SC,2023-05,1636,0,0
FLORIANÓPOLIS,SC,2023-06,1392,0,0
FLORIANÓPOLIS,SC,2023-07,1301,0,0
FLORIANÓPOLIS,SC,2023-08,1526,0,0
FLORIANÓPOLIS,SC,2023-09,1240,0,0
RECIFE,PE,2018-01,502,0,0
RECIFE,PE,2018-02,755,0,0
RECIFE,PE,2018-03,544,0,0
RECIFE,PE,2018-04,700,0,0
RECIFE,PE,2018-05,783,0,0
RECIFE,PE,2018-06,636,0,0
RECIFE,PE,2018-07,641,0,0
RECIFE,PE,2018-08,847,0,0
RECIFE,PE,2018-09,753,0,0
RECIFE,PE,2018-10,754,0,0
RECIFE,PE,2018-11,692,0,0
RECIFE,PE,2018-12,715,0,0
RECIFE,PE,2019-01,818,0,0
RECIFE,PE,2019-02,747,0,0
RECIFE,PE,2019-03,594,0,0
RECIFE,PE,2019-04,673,0,0
RECIFE,PE,2019-05,693,0,0
RECIFE,PE,2019-06,623,0,0
RECIFE,PE,2019-07,901,0,0
RECIFE,PE,2019-08,941,0,0
RECIFE,PE,2019-09,869,0,0
RECIFE,PE,2019-10,803,0,0
RECIFE,PE,2019-11,754,0,0
RECIFE,PE,2019-12,810,0,0
RECIFE,PE,2020-01,1092,0,0
RECIFE,PE,2020-02,694,0,0
RECIFE,PE,2020-03,671,0,0
RECIFE,PE,2020-04,536,0,0
RECIFE,PE,2020-05,422,0,0
RECIFE,PE,2020-06,470,0,0
RECIFE,PE,2020-07,615,0,0
RECIFE,PE,2020-08,715,0,0
RECIFE,PE,2020-09,827,0,0
RECIFE,PE,2020-10,776,0,0
RECIFE,PE,2020-11,954,0,0
RECIFE,PE,2020-12,695,0,0
RECIFE,PE,2021-01,888,0,0
RECIFE,PE,2021-02,667,0,0
RECIFE,PE,2021-03,771,0,0
RECIFE,PE,2021-04,786,0,0
RECIFE,PE,2021-05,831,0,0
RECIFE,PE,2021-06,1058,0,0
RECIFE,PE,2021-07,895,0,0
RECIFE,PE,2021-08,727,0,0
RECIFE,PE,2021-09,724,0,0
RECIFE,PE,2021-10,781,0,0
RECIFE,PE,2021-11,753,0,0
RECIFE,PE,2021-12,632,0,0
RECIFE,PE,2022-01,687,0,0
RECIFE,PE,2022-02,583,0,0
RECIFE,PE,2022-03,637,0,0
RECIFE,PE,2022-04,508,0,0
RECIFE,PE,2022-05,730,0,0
RECIFE,PE,2022-06,745,0,0
RECIFE,PE,2022-07,690,0,0
RECIFE,PE,2022-08,1141,0,0
RECIFE,PE,2022-09,837,0,0
RECIFE,PE,2022-10,814,0,0
RECIFE,PE,2022-11,837,0,0
RECIFE,PE,2022-12,921,0,0
RECIFE,PE,2023-01,940,0,0
RECIFE,PE,2023-02,695,0,0
RECIFE,PE,2023-03,1070,0,0
RECIFE,PE,2023-04,865,0,0
RECIFE,PE,2023-05,899,0,0
RECIFE,PE,2023-06,982,0,0
RECIFE,PE,2023-07,796,0,0
RECIFE,PE,2023-08,1008,0,0
RECIFE,PE,2023-09,803,0,0
FORTALEZA,CE,2019-01,747,0,0
FORTALEZA,CE,2019-02,655,0,0
FORTALEZA,CE,2019-03,737,0,0
FORTALEZA,CE,2019-04,814,0,0
FORTALEZA,CE,2019-05,754,0,0
FORTALEZA,CE,2019-06,687,0,0
FORTALEZA,CE,2019-07,651,0,0
FORTALEZA,CE,2019-08,949,0,0
FORTALEZA,CE,2019-09,691,0,0
FORTALEZA,CE,2019-10,919,0,0
FORTALEZA,CE,2019-11,752,0,0
FORTALEZA,CE,2019-12,885,0,0
FORTALEZA,CE,2020-01,734,0,0
FORTALEZA,CE,2020-02,536,0,0
FORTALEZA,CE,2020-03,485,0,0
FORTALEZA,CE,2020-04,336,0,0
FORTALEZA,CE,2020-05,234,0,0
FORTALEZA,CE,2020-06,424,0,0
FORTALEZA,CE,2020-07,718,0,0
FORTALEZA,CE,2020-08,785,0,0
FORTALEZA,CE,2020-09,953,0,0
FORTALEZA,CE,2020-10,815,0,0
FORTALEZA,CE,2020-11,975,0,0
FORTALEZA,CE,2020-12,838,0,0
FORTALEZA,CE,2021-01,2652,0,0
FORTALEZA,CE,2021-02,1151,0,0
FORTALEZA,CE,2021-03,894,0,0
FORTALEZA,CE,2021-04,672,0,0
FORTALEZA,CE,2021-05,1724,0,0
FORTALEZA,CE,2021-06,1408,0,0
FORTALEZA,CE,2021-07,1583,0,0
FORTALEZA,CE,2021-08,1193,0,0
FORTALEZA,CE,2021-09,1291,0,0
FORTALEZA,CE,2021-10,2462,0,0
FORTALEZA,CE,2021-11,1310,0,0
FORTALEZA,CE,2021-12,2083,0,0
FORTALEZA,CE,2022-01,1380,0,0
FORTALEZA,CE,2022-02,889,0,0
FORTALEZA,CE,2022-03,1162,0,0
FORTALEZA,CE,2022-04,708,0,0
FORTALEZA,CE,2022-05,1062,0,0
FORTALEZA,CE,2022-06,986,0,0
FORTALEZA,CE,2022-07,1008,0,0
FORTALEZA,CE,2022-08,1027,0,0
FORTALEZA,CE,2022-09,943,0,0
FORTALEZA,CE,2022-10,946,0,0
FORTALEZA,CE,2022-11,956,0,0
FORTALEZA,CE,2022-12,1020,0,0
FORTALEZA,CE,2023-01,919,0,0
FORTALEZA,CE,2023-02,853,0,0
FORTALEZA,CE,2023-03,907,0,0
FORTALEZA,CE,2023-04,948,0,0
FORTALEZA,CE,2023-05,1034,0,0
FORTALEZA,CE,2023-06,847,0,0
FORTALEZA,CE,2023-07,1166,0,0
FORTALEZA,CE,2023-08,1014,0,0
FORTALEZA,CE,2023-09,1253,0,0
CAMPO GRANDE,MS,2018-01,1702,0,0
CAMPO GRANDE,MS,2018-02,1619,0,0
CAMPO GRANDE,MS,2018-03,1653,0,0
CAMPO GRANDE,MS,2018-04,1724,0,0
CAMPO GRANDE,MS,2018-05,1831,0,0
CAMPO GRANDE,MS,2018-06,1658,0,0
CAMPO GRANDE,MS,2018-07,1714,0,0
CAMPO GRANDE,MS,2018-08,1757,0,0
CAMPO GRANDE,MS,2018-09,1637,0,0
CAMPO GRANDE,MS,2018-10,1665,0,0
CAMPO GRANDE,MS,2018-11,1657,0,0
CAMPO GRANDE,MS,2018-12,1665,0,0
CAMPO GRANDE,MS,2019-01,1754,0,0
CAMPO GRANDE,MS,2019-02,1853,0,0
CAMPO GRANDE,MS,2019-03,2050,0,0
CAMPO GRANDE,MS,2019-04,1947,0,0
CAMPO GRANDE,MS,2019-05,1609,0,0
CAMPO GRANDE,MS,2019-06,1151,0,0
CAMPO GRANDE,MS,2019-07,1992,0,0
CAMPO GRANDE,MS,2019-08,1352,0,0
CAMPO GRANDE,MS,2019-09,1504,0,0
CAMPO GRANDE,MS,2019-10,1533,0,0
CAMPO GRANDE,MS,2019-11,1692,0,0
CAMPO GRANDE,MS,2019-12,1847,0,0
CAMPO GRANDE,MS,2020-01,2085,0,0
CAMPO GRANDE,MS,2020-02,1428,0,0
CAMPO GRANDE,MS,2020-03,1534,0,0
CAMPO GRANDE,MS,2020-04,1917,0,0
CAMPO GRANDE,MS,2020-05,1350,0,0
CAMPO GRANDE,MS,2020-06,1772,0,0
CAMPO GRANDE,MS,2020-07,2457,0,0
CAMPO GRANDE,MS,2020-08,2069,0,0
CAMPO GRANDE,MS,2020-09,2126,0,0
CAMPO GRANDE,MS,2020-10,2118,0,0
CAMPO GRANDE,MS,2020-11,2155,0,0
CAMPO GRANDE,MS,2020-12,2421,0,0
CAMPO GRANDE,MS,2021-01,1827,0,0
CAMPO GRANDE,MS,2021-02,1787,0,0
CAMPO GRANDE,MS,2021-03,2304,0,0
CAMPO GRANDE,MS,2021-04,2032,0,0
CAMPO GRANDE,MS,2021-05,2378,0,0
CAMPO GRANDE,MS,2021-06,2114,0,0
CAMPO GRANDE,MS,2021-07,1834,0,0
CAMPO GRANDE,MS,2021-08,1817,0,0
CAMPO GRANDE,MS,2021-09,1666,0,0
CAMPO GRANDE,MS,2021-10,1622,0,0
CAMPO GRANDE,MS,2021-11,1848,0,0
CAMPO GRANDE,MS,2021-12,1899,0,0
CAMPO GRANDE,MS,2022-01,1444,0,0
CAMPO GRANDE,MS,2022-02,1625,0,0
CAMPO GRANDE,MS,2022-03,1492,0,0
CAMPO GRANDE,MS,2022-04,1641,0,0
CAMPO GRANDE,MS,2022-05,1772,0,0
CAMPO GRANDE,MS,2022-06,1592,0,0
CAMPO GRANDE,MS,2022-07,1413,0,0
CAMPO GRANDE,MS,2022-08,1555,0,0
CAMPO GRANDE,MS,2022-09,1480,0,0
CAMPO GRANDE,MS,2022-10,1644,0,0
CAMPO GRANDE,MS,2022-11,1418,0,0
CAMPO GRANDE,MS,2022-12,1673,0,0
CAMPO GRANDE,MS,2023-01,1541,0,0
CAMPO GRANDE,MS,2023-02,1147,0,0
CAMPO GRANDE,MS,2023-03,1400,0,0
CAMPO GRANDE,MS,2023-04,1267,0,0
CAMPO GRANDE,MS,2023-05,1362,0,0
CAMPO GRANDE,MS,2023-06,1473,0,0
CAMPO GRANDE,MS,2023-07,1268,0,0
CAMPO GRANDE,MS,2023-08,1584,0,0
CAMPO GRANDE,MS,2023-09,1746,0,0
LONDRINA,PR,2012-01,1063,0,0
LONDRINA,PR,2012-02,802,0,0
LONDRINA,PR,2012-03,971,0,0
LONDRINA,PR,2012-04,986,0,0
LONDRINA,PR,2012-05,1062,0,0
LONDRINA,PR,2012-06,1131,0,0
LONDRINA,PR,2012-07,1068,0,0
LONDRINA,PR,2012-08,1202,0,0
LONDRINA,PR,2012-09,948,0,0
LONDRINA,PR,2012-10,1118,0,0
LONDRINA,PR,2012-11,890,0,0
LONDRINA,PR,2012-12,804,0,0
LONDRINA,PR,2013-01,1202,0,0
LONDRINA,PR,2013-02,744,0,0
LONDRINA,PR,2013-03,976,0,0
LONDRINA,PR,2013-04,1085,0,0
LONDRINA,PR,2013-05,1186,0,0
LONDRINA,PR,2013-06,870,0,0
LONDRINA,PR,2013-07,1244,0,0
LONDRINA,PR,2013-08,1185,0,0
LONDRINA,PR,2013-09,1036,0,0
LONDRINA,PR,2013-10,1016,0,0
LONDRINA,PR,2013-11,1128,0,0
LONDRINA,PR,2013-12,1040,0,0
LONDRINA,PR,2014-01,1387,0,0
LONDRINA,PR,2014-02,1122,0,0
LONDRINA,PR,2014-03,1197,0,0
LONDRINA,PR,2014-04,1178,0,0
LONDRINA,PR,2014-05,1077,0,0
LONDRINA,PR,2014-06,1081,0,0
LONDRINA,PR,2014-07,1056,0,0
LONDRINA,PR,2014-08,1174,0,0
LONDRINA,PR,2014-09,1186,0,0
LONDRINA,PR,2014-10,1149,0,0
LONDRINA,PR,2014-11,1398,0,0
LONDRINA,PR,2014-12,1095,0,0
LONDRINA,PR,2015-01,1335,0,0
LONDRINA,PR,2015-02,829,0,0
LONDRINA,PR,2015-03,1088,0,0
LONDRINA,PR,2015-04,1250,0,0
LONDRINA,PR,2015-05,932,0,0
LONDRINA,PR,2015-06,1030,0,0
LONDRINA,PR,2015-07,981,0,0
LONDRINA,PR,2015-08,1038,0,0
LONDRINA,PR,2015-09,868,0,0
LONDRINA,PR,2015-10,930,0,0
LONDRINA,PR,2015-11,840,0,0
LONDRINA,PR,2015-12,792,0,0
LONDRINA,PR,2016-01,1076,0,0
LONDRINA,PR,2016-02,760,0,0
LONDRINA,PR,2016-03,860,0,0
LONDRINA,PR,2016-04,781,0,0
LONDRINA,PR,2016-05,975,0,0
LONDRINA,PR,2016-06,931,0,0
LONDRINA,PR,2016-07,973,0,0
LONDRINA,PR,2016-08,881,0,0
LONDRINA,PR,2016-09,859,0,0
LONDRINA,PR,2016-10,921,0,0
LONDRINA,PR,2016-11,889,0,0
LONDRINA,PR,2016-12,676,0,0
LONDRINA,PR,2017-01,1016,0,0
LONDRINA,PR,2017-02,769,0,0
LONDRINA,PR,2017-03,858,0,0
LONDRINA,PR,2017-04,854,0,0
LONDRINA,PR,2017-05,1443,0,0
LONDRINA,PR,2017-06,886,0,0
LONDRINA,PR,2017-07,1012,0,0
LONDRINA,PR,2017-08,1199,0,0
LONDRINA,PR,2017-09,1076,0,0
LONDRINA,PR,2017-10,1088,0,0
LONDRINA,PR,2017-11,928,0,0
LONDRINA,PR,2017-12,984,0,0
LONDRINA,PR,2018-01,959,0,0
LONDRINA,PR,2018-02,825,0,0
LONDRINA,PR,2018-03,920,0,0
LONDRINA,PR,2018-04,984,0,0
LONDRINA,PR,2018-05,852,0,0
LONDRINA,PR,2018-06,868,0,0
LONDRINA,PR,2018-07,972,0,0
LONDRINA,PR,2018-08,1145,0,0
LONDRINA,PR,2018-09,1009,0,0
LONDRINA,PR,2018-10,1243,0,0
LONDRINA,PR,2018-11,895,0,0
LONDRINA,PR,2018-12,893,0,0
LONDRINA,PR,2019-01,1278,0,0
LONDRINA,PR,2019-02,880,0,0
LONDRINA,PR,2019-03,898,0,0
LONDRINA,PR,2019-04,887,0,0
LONDRINA,PR,2019-05,1042,0,0
LONDRINA,PR,2019-06,805,0,0
LONDRINA,PR,2019-07,1199,0,0
LONDRINA,PR,2019-08,1248,0,0
LONDRINA,PR,2019-09,985,0,0
LONDRINA,PR,2019-10,1197,0,0
LONDRINA,PR,2019-11,924,0,0
LONDRINA,PR,2019-12,1162,0,0
LONDRINA,PR,2020-01,1011,0,0
LONDRINA,PR,2020-02,715,0,0
LONDRINA,PR,2020-03,965,0,0
LONDRINA,PR,2020-04,714,0,0
LONDRINA,PR,2020-05,845,0,0
LONDRINA,PR,2020-06,792,0,0
LONDRINA,PR,2020-07,1110,0,0
LONDRINA,PR,2020-08,1094,0,0
LONDRINA,PR,2020-09,1025,0,0
LONDRINA,PR,2020-10,1024,0,0
LONDRINA,PR,2020-11,1163,0,0
LONDRINA,PR,2020-12,1346,0,0
LONDRINA,PR,2021-01,1390,0,0
LONDRINA,PR,2021-02,1093,0,0
LONDRINA,PR,2021-03,1151,0,0
LONDRINA,PR,2021-04,1054,0,0
LONDRINA,PR,2021-05,961,0,0
LONDRINA,PR,2021-06,1582,0,0
LONDRINA,PR,2021-07,1615,0,0
LONDRINA,PR,2021-08,1329,0,0
LONDRINA,PR,2021-09,1661,0,0
LONDRINA,PR,2021-10,1345,0,0
LONDRINA,PR,2021-11,1418,0,0
LONDRINA,PR,2021-12,1201,0,0
LONDRINA,PR,2022-01,1188,0,0
LONDRINA,PR,2022-02,1027,0,0
LONDRINA,PR,2022-03,1093,0,0
LONDRINA,PR,2022-04,723,0,0
LONDRINA,PR,2022-05,1043,0,0
LONDRINA,PR,2022-06,916,0,0
LONDRINA,PR,2022-07,1060,0,0
LONDRINA,PR,2022-08,1425,0,0
LONDRINA,PR,2022-09,1185,0,0
LONDRINA,PR,2022-10,998,0,0
LONDRINA,PR,2022-11,960,0,0
LONDRINA,PR,2022-12,912,0,0
LONDRINA,PR,2023-01,1117,0,0
LONDRINA,PR,2023-02,809,0,0
LONDRINA,PR,2023-03,1037,0,0
LONDRINA,PR,2023-04,783,0,0
LONDRINA,PR,2023-05,940,0,0
LONDRINA,PR,2023-06,889,0,0
LONDRINA,PR,2023-07,821,0,0
LONDRINA,PR,2023-08,1001,0,0
LONDRINA,PR,2023-09,970,0,0
MARINGÁ,PR,2012-01,814,0,0
MARINGÁ,PR,2012-02,626,0,0
MARINGÁ,PR,2012-03,736,0,0
MARINGÁ,PR,2012-04,775,0,0
MARINGÁ,PR,2012-05,932,0,0
MARINGÁ,PR,2012-06,842,0,0
MARINGÁ,PR,2012-07,838,0,0
MARINGÁ,PR,2012-08,897,0,0
MARINGÁ,PR,2012-09,897,0,0
MARINGÁ,PR,2012-10,801,0,0
MARINGÁ,PR,2012-11,705,0,0
MARINGÁ,PR,2012-12,759,0,0
MARINGÁ,PR,2013-01,952,0,0
MARINGÁ,PR,2013-02,0,0,0
MARINGÁ,PR,2013-03,734,0,0
MARINGÁ,PR,2013-04,856,0,0
MARINGÁ,PR,2013-05,795,0,0
MARINGÁ,PR,2013-06,876,0,0
MARINGÁ,PR,2013-07,698,0,0
MARINGÁ,PR,2013-08,962,0,0
MARINGÁ,PR,2013-09,841,0,0
MARINGÁ,PR,2013-10,952,0,0
MARINGÁ,PR,2013-11,728,0,0
MARINGÁ,PR,2013-12,770,0,0
MARINGÁ,PR,2014-01,926,0,0
MARINGÁ,PR,2014-02,765,0,0
MARINGÁ,PR,2014-03,690,0,0
MARINGÁ,PR,2014-04,823,0,0
MARINGÁ,PR,2014-05,845,0,0
MARINGÁ,PR,2014-06,889,0,0
MARINGÁ,PR,2014-07,1022,0,0
MARINGÁ,PR,2014-08,753,0,0
MARINGÁ,PR,2014-09,832,0,0
MARINGÁ,PR,2014-10,884,0,0
MARINGÁ,PR,2014-11,888,0,0
MARINGÁ,PR,2014-12,797,0,0
MARINGÁ,PR,2015-01,815,0,0
MARINGÁ,PR,2015-02,717,0,0
MARINGÁ,PR,2015-03,880,0,0
MARINGÁ,PR,2015-04,834,0,0
MARINGÁ,PR,2015-05,752,0,0
MARINGÁ,PR,2015-06,830,0,0
MARINGÁ,PR,2015-07,789,0,0
MARINGÁ,PR,2015-08,912,0,0
MARINGÁ,PR,2015-09,825,0,0
MARINGÁ,PR,2015-10,793,0,0
MARINGÁ,PR,2015-11,826,0,0
MARINGÁ,PR,2015-12,844,0,0
MARINGÁ,PR,2016-01,762,0,0
MARINGÁ,PR,2016-02,715,0,0
MARINGÁ,PR,2016-03,742,0,0
MARINGÁ,PR,2016-04,559,0,0
MARINGÁ,PR,2016-05,645,0,0
MARINGÁ,PR,2016-06,791,0,0
MARINGÁ,PR,2016-07,869,0,0
MARINGÁ,PR,2016-08,788,0,0
MARINGÁ,PR,2016-09,788,0,0
MARINGÁ,PR,2016-10,636,0,0
MARINGÁ,PR,2016-11,589,0,0
MARINGÁ,PR,2016-12,860,0,0
MARINGÁ,PR,2017-01,1062,0,0
MARINGÁ,PR,2017-02,517,0,0
MARINGÁ,PR,2017-03,695,0,0
MARINGÁ,PR,2017-04,563,0,0
MARINGÁ,PR,2017-05,629,0,0
MARINGÁ,PR,2017-06,661,0,0
MARINGÁ,PR,2017-07,645,0,0
MARINGÁ,PR,2017-08,716,0,0
MARINGÁ,PR,2017-09,767,0,0
MARINGÁ,PR,2017-10,764,0,0
MARINGÁ,PR,2017-11,745,0,0
MARINGÁ,PR,2017-12,662,0,0
MARINGÁ,PR,2018-01,564,0,0
MARINGÁ,PR,2018-02,675,0,0
MARINGÁ,PR,2018-03,683,0,0
MARINGÁ,PR,2018-04,716,0,0
MARINGÁ,PR,2018-05,758,0,0
MARINGÁ,PR,2018-06,796,0,0
MARINGÁ,PR,2018-07,811,0,0
MARINGÁ,PR,2018-08,803,0,0
MARINGÁ,PR,2018-09,785,0,0
MARINGÁ,PR,2018-10,962,0,0
MARINGÁ,PR,2018-11,809,0,0
MARINGÁ,PR,2018-12,753,0,0
MARINGÁ,PR,2019-01,776,0,0
MARINGÁ,PR,2019-02,745,0,0
MARINGÁ,PR,2019-03,640,0,0
MARINGÁ,PR,2019-04,771,0,0
MARINGÁ,PR,2019-05,879,0,0
MARINGÁ,PR,2019-06,626,0,0
MARINGÁ,PR,2019-07,730,0,0
MARINGÁ,PR,2019-08,780,0,0
MARINGÁ,PR,2019-09,712,0,0
MARINGÁ,PR,2019-10,799,0,0
MARINGÁ,PR,2019-11,644,0,0
MARINGÁ,PR,2019-12,804,0,0
MARINGÁ,PR,2020-01,835,0,0
MARINGÁ,PR,2020-02,700,0,0
MARINGÁ,PR,2020-03,872,0,0
MARINGÁ,PR,2020-04,570,0,0
MARINGÁ,PR,2020-05,702,0,0
MARINGÁ,PR,2020-06,679,0,0
MARINGÁ,PR,2020-07,1085,0,0
MARINGÁ,PR,2020-08,875,0,0
MARINGÁ,PR,2020-09,1036,0,0
MARINGÁ,PR,2020-10,1169,0,0
MARINGÁ,PR,2020-11,896,0,0
MARINGÁ,PR,2020-12,1135,0,0
MARINGÁ,PR,2021-01,1064,0,0
MARINGÁ,PR,2021-02,966,0,0
MARINGÁ,PR,2021-03,1074,0,0
MARINGÁ,PR,2021-04,939,0,0
MARINGÁ,PR,2021-05,1091,0,0
MARINGÁ,PR,2021-06,1274,0,0
MARINGÁ,PR,2021-07,1227,0,0
MARINGÁ,PR,2021-08,1171,0,0
MARINGÁ,PR,2021-09,989,0,0
MARINGÁ,PR,2021-10,979,0,0
MARINGÁ,PR,2021-11,653,0,0
MARINGÁ,PR,2021-12,786,0,0
MARINGÁ,PR,2022-01,915,0,0
MARINGÁ,PR,2022-02,740,0,0
MARINGÁ,PR,2022-03,694,0,0
MARINGÁ,PR,2022-04,577,0,0
MARINGÁ,PR,2022-05,648,0,0
MARINGÁ,PR,2022-06,775,0,0
MARINGÁ,PR,2022-07,633,0,0
MARINGÁ,PR,2022-08,798,0,0
MARINGÁ,PR,2022-09,726,0,0
MARINGÁ,PR,2022-10,676,0,0
MARINGÁ,PR,2022-11,833,0,0
MARINGÁ,PR,2022-12,845,0,0
MARINGÁ,PR,2023-01,771,0,0
MARINGÁ,PR,2023-02,704,0,0
MARINGÁ,PR,2023-03,895,0,0
MARINGÁ,PR,2023-04,726,0,0
MARINGÁ,PR,2023-05,850,0,0
MARINGÁ,PR,2023-06,660,0,0
MARINGÁ,PR,2023-07,896,0,0
MARINGÁ,PR,2023-08,806,0,0
MARINGÁ,PR,2023-09,815,0,0
JOINVILLE,SC,2012-01,577,0,0
JOINVILLE,SC,2012-02,836,0,0
JOINVILLE,SC,2012-03,671,0,0
JOINVILLE,SC,2012-04,640,0,0
JOINVILLE,SC,2012-05,664,0,0
JOINVILLE,SC,2012-06,852,0,0
JOINVILLE,SC,2012-07,817,0,0
JOINVILLE,SC,2012-08,773,0,0
JOINVILLE,SC,2012-09,886,0,0
JOINVILLE,SC,2012-10,876,0,0
JOINVILLE,SC,2012-11,762,0,0
JOINVILLE,SC,2012-12,711,0,0
JOINVILLE,SC,2013-01,909,0,0
JOINVILLE,SC,2013-02,765,0,0
JOINVILLE,SC,2013-03,762,0,0
JOINVILLE,SC,2013-04,864,0,0
JOINVILLE,SC,2013-05,876,0,0
JOINVILLE,SC,2013-06,734,0,0
JOINVILLE,SC,2013-07,903,0,0
JOINVILLE,SC,2013-08,765,0,0
JOINVILLE,SC,2013-09,939,0,0
JOINVILLE,SC,2013-10,1098,0,0
JOINVILLE,SC,2013-11,1085,0,0
JOINVILLE,SC,2013-12,801,0,0
JOINVILLE,SC,2014-01,785,0,0
JOINVILLE,SC,2014-02,792,0,0
JOINVILLE,SC,2014-03,654,0,0
JOINVILLE,SC,2014-04,710,0,0
JOINVILLE,SC,2014-05,758,0,0
JOINVILLE,SC,2014-06,750,0,0
JOINVILLE,SC,2014-07,962,0,0
JOINVILLE,SC,2014-08,883,0,0
JOINVILLE,SC,2014-09,931,0,0
JOINVILLE,SC,2014-10,1288,0,0
JOINVILLE,SC,2014-11,891,0,0
JOINVILLE,SC,2014-12,890,0,0
JOINVILLE,SC,2015-01,789,0,0
JOINVILLE,SC,2015-02,966,0,0
JOINVILLE,SC,2015-03,846,0,0
JOINVILLE,SC,2015-04,766,0,0
JOINVILLE,SC,2015-05,968,0,0
JOINVILLE,SC,2015-06,911,0,0
JOINVILLE,SC,2015-07,1388,0,0
JOINVILLE,SC,2015-08,1270,0,0
JOINVILLE,SC,2015-09,1218,0,0
JOINVILLE,SC,2015-10,831,0,0
JOINVILLE,SC,2015-11,779,0,0
JOINVILLE,SC,2015-12,724,0,0
JOINVILLE,SC,2016-01,706,0,0
JOINVILLE,SC,2016-02,692,0,0
JOINVILLE,SC,2016-03,780,0,0
JOINVILLE,SC,2016-04,739,0,0
JOINVILLE,SC,2016-05,757,0,0
JOINVILLE,SC,2016-06,835,0,0
JOINVILLE,SC,2016-07,851,0,0
JOINVILLE,SC,2016-08,942,0,0
JOINVILLE,SC,2016-09,748,0,0
JOINVILLE,SC,2016-10,657,0,0
JOINVILLE,SC,2016-11,932,0,0
JOINVILLE,SC,2016-12,957,0,0
JOINVILLE,SC,2017-01,829,0,0
JOINVILLE,SC,2017-02,716,0,0
JOINVILLE,SC,2017-03,693,0,0
JOINVILLE,SC,2017-04,729,0,0
JOINVILLE,SC,2017-05,784,0,0
JOINVILLE,SC,2017-06,815,0,0
JOINVILLE,SC,2017-07,815,0,0
JOINVILLE,SC,2017-08,902,0,0
JOINVILLE,SC,2017-09,733,0,0
JOINVILLE,SC,2017-10,880,0,0
JOINVILLE,SC,2017-11,704,0,0
JOINVILLE,SC,2017-12,807,0,0
JOINVILLE,SC,2018-01,681,0,0
JOINVILLE,SC,2018-02,626,0,0
JOINVILLE,SC,2018-03,774,0,0
JOINVILLE,SC,2018-04,867,0,0
JOINVILLE,SC,2018-05,731,0,0
JOINVILLE,SC,2018-06,928,0,0
JOINVILLE,SC,2018-07,861,0,0
JOINVILLE,SC,2018-08,1140,0,0
JOINVILLE,SC,2018-09,791,0,0
JOINVILLE,SC,2018-10,875,0,0
JOINVILLE,SC,2018-11,839,0,0
JOINVILLE,SC,2018-12,860,0,0
JOINVILLE,SC,2019-01,785,0,0
JOINVILLE,SC,2019-02,613,0,0
JOINVILLE,SC,2019-03,666,0,0
JOINVILLE,SC,2019-04,983,0,0
JOINVILLE,SC,2019-05,939,0,0
JOINVILLE,SC,2019-06,717,0,0
JOINVILLE,SC,2019-07,751,0,0
JOINVILLE,SC,2019-08,941,0,0
JOINVILLE,SC,2019-09,831,0,0
JOINVILLE,SC,2019-10,930,0,0
JOINVILLE,SC,2019-11,828,0,0
JOINVILLE,SC,2019-12,910,0,0
JOINVILLE,SC,2020-01,886,0,0
JOINVILLE,SC,2020-02,593,0,0
JOINVILLE,SC,2020-03,565,0,0
JOINVILLE,SC,2020-04,541,0,0
JOINVILLE,SC,2020-05,734,0,0
JOINVILLE,SC,2020-06,902,0,0
JOINVILLE,SC,2020-07,1129,0,0
JOINVILLE,SC,2020-08,904,0,0
JOINVILLE,SC,2020-09,1000,0,0
JOINVILLE,SC,2020-10,1133,0,0
JOINVILLE,SC,2020-11,1010,0,0
JOINVILLE,SC,2020-12,772,0,0
JOINVILLE,SC,2021-01,918,0,0
JOINVILLE,SC,2021-02,1057,0,0
JOINVILLE,SC,2021-03,1145,0,0
JOINVILLE,SC,2021-04,1116,0,0
JOINVILLE,SC,2021-05,1247,0,0
JOINVILLE,SC,2021-06,1290,0,0
JOINVILLE,SC,2021-07,701,0,0
JOINVILLE,SC,2021-08,1125,0,0
JOINVILLE,SC,2021-09,1131,0,0
JOINVILLE,SC,2021-10,1144,0,0
JOINVILLE,SC,2021-11,1168,0,0
JOINVILLE,SC,2021-12,1221,0,0
JOINVILLE,SC,2022-01,839,0,0
JOINVILLE,SC,2022-02,973,0,0
JOINVILLE,SC,2022-03,887,0,0
JOINVILLE,SC,2022-04,1004,0,0
JOINVILLE,SC,2022-05,981,0,0
JOINVILLE,SC,2022-06,1092,0,0
JOINVILLE,SC,2022-07,1160,0,0
JOINVILLE,SC,2022-08,1097,0,0
JOINVILLE,SC,2022-09,943,0,0
JOINVILLE,SC,2022-10,1086,0,0
JOINVILLE,SC,2022-11,983,0,0
